propertyid,location,type,address,bedroom,bathroom,area ( Sq. Yd.),purpose,price,description,mobile,image-src
44349624,"North Karachi - Sector 11-C/1, North Karachi, Karachi, Sindh",Flat,"North Karachi, Karachi, Sindh",2,2,100,For Rent,24000,"Faiza avenue 3rd floor flat available for rent
2 bedroom
2 attached bath 
 Kitchen
 drawing room 
 tv lounge 
West open road Side 
120 SQ yards 
sector 11c1 North Karachi 
near nagan chowring & Al haj restaurant 
contact with more information. . .",3102053696,https://media.zameen.com/thumbnails/213136503-800x600.jpeg
44349773,"DHA Phase 6, DHA Defence, Karachi, Sindh",Lower Portion,"DHA Defence, Karachi, Sindh",3,3,500,For Rent,100000,"Portion Having 3 Bedrooms With Attached Washrooms ,  Spacious Drawing, Dining And Lounge , Separate Car Parking Area, Also a Powder Room And a Servant Quarter. For Quick Response kindly call . 
We Want Only Serious Buyers To Contact Us. 
Do Not Forget To Mention Zameen. com While Calling.",3352187327,https://media.zameen.com/thumbnails/207402720-800x600.jpeg
44350077,"Clifton - Block 1, Clifton, Karachi, Sindh",Flat,"Clifton, Karachi, Sindh",2,2,83,For Rent,35000,"Ruby Beach Pride Apartments Clifton Block 1
FULLY FURNISHED APARTMENT 
2 BED LOUNGE 
2nd Floor 
With Lift, Car Parking And Stand By Generator 
750 Sqfts
Marble Flooring
Boundary Wall Project
Compound Facing 
Family Building 
Corner Building
Front Entrance
Prime Location 
Reasonable Demand. 


Please Feel Free To Call Us If You Need Further Details About It. We Request That Only Serious Individuals Contact Us To Make An Immediate Deal, And Please Do Not Forget To Mention Zameen When Calling.",3032785863,https://media.zameen.com/thumbnails/205879185-800x600.jpeg
44371748,"DHA Phase 7 Extension, DHA Defence, Karachi, Sindh",House,"DHA Defence, Karachi, Sindh",4,5,300,For Rent,250000,"300yrds banglow for rent in DHA phase 7 EXT 
2+2 bedrooms with attached bathroom built in cupboards, +study, 2 drawing, 2 dining, 2 lounges, 2 car parking, tile flooring, 2 kitchens, fully renovated, servant room, guard room, most prime & posh location

our firm will charge 1 month rent Commission !",3342236447,https://media.zameen.com/thumbnails/206488847-800x600.jpeg
44376708,"Askari 5 - Sector G, Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",House,"Cantt, Karachi, Sindh",5,5,500,For Rent,160000,"This House is ideally located in Askari 5 - Sector G Karachi. This is a decent place to rent. It has all the facilities that are definitely worth your shot. Your future self will thank you for investing in 500 Square Yards property today. Price of PKR  is reasonable for property at this location. A house in Askari 5 - Sector G will bring you the best lifestyle, so don't wait further to make a decision. An offer like this once comes across quite rarely in Karachi. 

Know more about the property with the details given below. 
This property has a separate dining room to host your guests in privacy. 
The sitting room in this listing is perfect for informal gatherings. 
You can set up a library as well as a home office in the separate study room that is part of the House. 
Your kids can play to their heart's content in the play area adjoining the property. 
You don't have to worry about waste disposal in your new place. Its already been taken care of. 
From the wall carvings to the ornate fixtures, the luxurious drawing room will leave your guests in awe. 


For details, contact us through phone or email.",3342938172,https://media.zameen.com/thumbnails/212661131-800x600.jpeg
44400558,"KDA Scheme 1 Extension, Karachi, Sindh",House,"KDA Scheme 1 Extension, Karachi, Sindh",11,6,700,For Rent,650000,"-On the Ground 3 bed with a drawing dining lounge with lawn parking and 3 attach washrolms. 
- On first floor 3 bed dd drawing dinning lounge 3 attach washroom with terrace. 
-In basement 1 room with attach washroom, parking and servant room. 
- Dual Entrance from Main road and street. 
- One month rent our commission.",3332926204,https://media.zameen.com/thumbnails/207351997-800x600.jpeg
44407085,"Gulshan-e-Iqbal - Block 13/D-3, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",Flat,"Gulshan-e-Iqbal Town, Karachi, Sindh",4,4,244,For Rent,62000,"Gohar Tower
Brand New Flat
4 Bed D/D With Attach Bath
Drawing Room With Powder Washroom
Dinning Room
American Kitchen
Tiles Flooring
Well Maintained
2 P***enger Lift
1 Cargo Lift
2 Basement Parking
Swimming Pool
Masjid
Boundary Wall 
Water & Electric 24/7
Maintaince 6000
For More Details Contact
Shah Real Estate
If you are looking to buy some decent property to secure your future, this Flat on offer here promises just that. Finding the perfect property on rent can be difficult, but this one right here has everything as you want! Ideal 2200 Square Feet property is available with modern furnishings at a central location. Of all the attractions of this property, its price-tag of Rs. 62,000 is perhaps the most important one. You are only one step away from booking your unit in Gulshan-e-Iqbal - Block 13/D-3 which is among the top locations. Here is a list of all types of real estate options in Karachi. 

Notable property details are as follows. 
Furnished Flat is hard to come by, so make a decision before it's gone. 
Breathe in the fresh air as an effective waste disposal team is on duty all the time. 
The mosque near the Flat is quite spacious and well-maintained. 
The apartment lobby is well-designed to facilitate visitors. 
Kids can swim to their hearts desire at the community pool. 
The Flat is centrally heated to maintain the temperature indoors. 
Vigilant security staff is on duty round the clock to ensure the safety of the residents. 


For more details on the property, contact us today.",3219229917,https://media.zameen.com/thumbnails/205403825-800x600.jpeg
44407607,"DHA Phase 6, DHA Defence, Karachi, Sindh",House,"DHA Defence, Karachi, Sindh",4,4,250,For Rent,210000,"house available for rent 
having 4 bedrooms with attached bedrooms 
drawing room
dining room 
huge lounge 
American kitchen 
grace kitchen 
car parking 
servant room
close to park & mosque
prime location 
prefer multinationals banker well known Bussniess man 
reasonable demand 
contact us for more details",3355402099,https://media.zameen.com/thumbnails/206936340-800x600.jpeg
44407629,"Clifton, Karachi, Sindh",Flat,"Clifton, Karachi, Sindh",3,4,244,For Rent,170000,"Spacious Apartment With Luxurious Bedrooms, Attached Baths With Imported Fixtures And Fittings, Drawing Room, Lounge Area And Maid Room. Live The Good Life As You Set Your Sights Higher With A New Name In Elegant Lifestyles. 
nice Location
reasonable Price
contact Us For More Details.",3363793619,https://media.zameen.com/thumbnails/205040763-800x600.jpeg
44417555,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar, Karachi, Sindh",Flat,"Gulistan-e-Jauhar, Karachi, Sindh",4,5,267,For Rent,72500,"Sarah Grands 
Main University Road 
Gulistan. e. Johar Block 7 
2400 Sqr Feet Flat 
Road Facing 
Specious Room Size 
Brand New Apartment 
4 Bedroom With Attached Bath 
One Common bath 
American Kitchen 
Huge Dining or T. V Lounge 
Drawing Room 
Double Balconies 
Washing Area 
Peaceful Environment 
Nearest to School 
Nearest to Hospital 
24 Hours Water 
Standby Generator 
Reserved Car Parking
C. C. T. V.  Monitoring 
2 Lift Installed 
Emergency Exit. . 

For Further Details Plz Contact. . 
Noman Ahmed 
  S. K Estate.",3333199507,https://media.zameen.com/thumbnails/206848114-800x600.jpeg
44417598,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar, Karachi, Sindh",Flat,"Gulistan-e-Jauhar, Karachi, Sindh",4,5,267,For Rent,75000,"Sarah Grands 
Main University Road 
Gulistan. e. Johar Block 7 
2400 Sqr Feet Flat 
Road Facing 
Specious Room Size 
Brand New Apartment 
4 Bedroom With Attached Bath 
One Common bath 
American Kitchen 
Huge Dining or T. V Lounge 
Drawing Room 
Double Balconies 
Washing Area 
Peaceful Environment 
Nearest to School 
Nearest to Hospital 
24 Hours Water 
Standby Generator 
Reserved Car Parking
C. C. T. V.  Monitoring 
2 Lift Installed 
Emergency Exit. . 

For Further Details Plz Contact. . 
Noman Ahmed 
  S. K Estate.",3333199507,https://media.zameen.com/thumbnails/206848107-800x600.jpeg
44428833,"De Comforts, Federal B Area - Block 8, Federal B Area, Karachi, Sindh",Flat,"Federal B Area, Karachi, Sindh",2,2,83,For Rent,30000,"Project: The Comfort Society 
Category: 2 Bedrooms and Lounge 
Floor: 2nd floor
Rent: 30 thousands with Maintenance 
FOR MORE DETAILS
CALL NOW !!
If you want environment which is absolutely secured and peaceful then it is the right time and right place this grab auspicious opportunity to execute your dream in to reality. 

Genuine Customers Interested In Checking This Property Out Should Get In Touch Immediately So As Not To Miss This Opportunity. 

We Want Only Serious Buyers To Contact Us.",3312539498,https://media.zameen.com/thumbnails/212286821-800x600.jpeg
44429340,"Frere Town, Karachi, Sindh",Flat,"Frere Town, Karachi, Sindh",3,4,200,For Rent,150000,"brand-new flat available for rent in frere town clifton
3 bedrooms 
4 bathrooms 
drawing
lounge
kitchen
stand by lift and backup generator
gym
masjid
meeting hall
2 reserved car parking 
for more details feel free to contact",3332559229,https://media.zameen.com/thumbnails/206745162-800x600.jpeg
44431824,"Bath Island, Karachi, Sindh",Flat,"Bath Island, Karachi, Sindh",2,2,133,For Rent,60000,"FLAT FOR RENT BATHSISLAND STREET 4 MEMON ARCADE situated on 2 floor lift car parking renovated flat 
The Flat comes well-fitted with modern fixtures so you can enjoy your space with ease. A rental unit at this price is your best bargain, so don't delay. 1200 Square Feet sized property options are limited, so make your decision while it's still available. Get your ideal Flat on a special price of Rs. 60,000. Property in Bath Island lets you access the best facilities and amenities around. Bath Island is full of property options if you are willing to relocate. 

The details of the property are listed down below. 
Contact us today, for more information. 
The lobby and reception in the apartment building contributes to the resident's security. 


Have questions? Get in contact with us.",3333004902,https://media.zameen.com/thumbnails/206884224-800x600.jpeg
44439980,"DHA Phase 2, DHA Defence, Karachi, Sindh",Room,"DHA Defence, Karachi, Sindh",1,2,72,For Rent,60000,"Dha Furnished Room Available For Rent . 

One Furnished Room With Attach Bathroom Lounge , Kitchen   Tiles Flooring Ground Floor With One Car Parking Located At Sun Set Lanes Phase II . 

 ( Original Pics Attached )

Further Details And Visit Contact Us . 

Capital Entertprises 

Regards,
Raja Mansoor",3338212253,https://media.zameen.com/thumbnails/212289455-800x600.jpeg
44440123,"Clifton - Block 2, Clifton, Karachi, Sindh",Flat,"Clifton, Karachi, Sindh",3,3,178,For Rent,80000,"Clifton Brand New Apartment Available For Rent. 

Three Bedrooms With Attach Bathrooms Lounge , Drawingroom , Branded Kitchen , Balcony Tiles Flooring 7th Floor Lift With Backup , Car Parking Located At Clifton Blick II . 

( Original Pics Attached )

Further Details And Visit Contact Us . 

CAPITAL ENTERPRISES 

Regards,
Raja Mansoor",3338212253,https://media.zameen.com/thumbnails/206257258-800x600.jpeg
44441677,"DHA Phase 7, DHA Defence, Karachi, Sindh",Upper Portion,"DHA Defence, Karachi, Sindh",3,3,500,For Rent,150000,"Upper portion for rent
A solid Upper Portion is a dream come true for many, and yours can come true today if you take the lead on this offer. This property on rent has all the features you've been looking for, so take a decision now. 4500 Square Feet property with practical features can be hard to come by, so make the most of this offer today. A price of PKR Rs. 150,000 is a reasonable demand for a property this spacious. Settling down in DHA Phase 7 can be the beginning of a comfortable and luxurious life. Properties in Karachi at a price that meets your budget. 

Find out what the property entails below. 
This property gives you all the leverage to personalise your drawing room with the kind of furniture and decor that you like. 
Mealtime with families or entertaining guests, the house's large dining room solves all problems. 


Contact us today for the details on the property.",3421120740,https://media.zameen.com/thumbnails/205051650-800x600.jpeg
44454340,"DHA Phase 7 Extension, DHA Defence, Karachi, Sindh",Upper Portion,"DHA Defence, Karachi, Sindh",3,4,200,For Rent,120000,"Dha
near Khy E Ittehad
brandnew 
first Floor
3 Bedroom
drawing
dining
lounge
powder Room
separate Tank
separate Meters
servant Restroom
servant Living Area


rent Negotiable",3222765087,https://media.zameen.com/thumbnails/205881898-800x600.jpeg
